   ,CHANGED,INTERNAL CODE,ENGLISH,ENGLISH HEALTH,ENGLISH PERSONNEL,NETHERLANDS,NL HEALTH,NL PERSONNEL,NORWEGIAN,NOR HEALTH,NOR PERSONNEL,SWEDISH,SWE HEALTH,SWE PERSONNEL,KINESISK,KIN HELSE,KIN PERSONELL,DEBUG,DEBUG HEALTH,DEBUG PERSONELL,GERMAN,GERMAN HEALTH,GERMAN PERSONELL,,
2273,3/9/2012,findit.log.open,Open Activity Log Browser,,,,,,Vis aktivitetslogg,,,,,,,,,4650,,,,,,,
2274,3/9/2012,findit.label.account.ack.confirmation,Are you sure you want to acknowledge this event?,,,Bent u zeker dat u dit alarm with afhandelen?,,,Er du sikker på at du vil kvittere på denne hendelsen?,,,Är du säker på att du vill kvittera denna händelsen?,,,你确定要确认这一事件?,,,4651,,,"Sind Sie sicher, dass Sie dieses Ereignis bearbeiten möchten?",,,,
2275,3/9/2012,findit.info.account.log.ack_success,Log event acknowledged,,,Logboek gebeurtenis afgehandeld,,,Hendelse kvittert,,,Händelse kvitterad,,,日志事件已确认,,,4652,,,Logbuchereignis bearbeitet,,,,
2276,3/9/2012,findit.button.filter.preset.ackneeded,Show unacknowledged events,,,Onbehandelde gebeurtenissen tonen,,,Vis ukvitterte hendelser,,,Visa okvitterade händelser,,,显示未确认的事件,,,4653,,,Unbearbeitete Ereignisse anzeigen,,,,
2277,3/9/2012,findit.button.filter.preset.alarm,Alarms,,,Alarmen,,,Alarmer,,,Larm,,,警报,,,4654,,,Alarme,,,,
2278,3/9/2012,findit.button.filter.preset.all,All events,,,Alle gebeurtenissen,,,Alle hendelser,,,Alla händelser,,,所有事件,,,4655,,,Alle Ereignisse,,,,
2279,3/9/2012,findit.button.filter.custom,Custom filter,,,Aangepast filter,,,Eget filter,,,Eget filter,,,自定义筛选器,,,4656,,,Benutzerdefinierter Filter,,,,
2280,3/9/2012,findit.button.filter.preset,Preset filters,,,Vooraf ingestelde filters,,,Ferdige filtre,,,Färdiga filter,,,预设筛选器,,,4657,,,Voreingestellte Filter,,,,
2281,3/9/2012,findit.button.filter.reset,Reset filter,,,Resetten,,,Nullstill filter,,,Nollställ filter,,,重置筛选器,,,4658,,,Filter zurücksetzen,,,,
2282,3/9/2012,findit.title.widget_settings.templates,Widget Templates,,,Widget sjablonen,,,Widgetmaler,,,Widgetmallar,,,小组件模板,,,4659,,,Widgetschablonen,,,,
2283,3/9/2012,findit.label.copy,Copy,,,Kopiëren,,,Kopier,,,Kopiera,,,复制,,,4660,,,Kopieren,,,,
2284,3/9/2012,widget_template.delete.success,Widget template deleted,,,Widget sjabloon verwijderd,,,Widgetmal slettet,,,Widgetmall raderad,,,Widget template deleted,,,4661,,,Widgetschablone gelöscht,,,,
2285,3/9/2012,widget_template.create.success,Widget template created,,,Widget sjabloon aangemaakt,,,Widgetmal opprettet,,,Widgetmall skapad,,,Widget template created,,,4662,,,Widgetschablone erstellt,,,,
2286,3/9/2012,widget_template.copy.success,Widget created from template,,,Widget aangemaakt van sjabloon,,,Widget opprettet basert på mal,,,Widget skapad utifrån mall,,,Widget created from template,,,4663,,,Widget aus einer Schablone erstellt,,,,
2287,3/9/2012,findit.button.log.go_asset,Display asset information,Display patient information,Display person information,Object informatie weergeven,Patiënt informatie weergeven,Persoon informatie weergeven,Vis informasjon om eiendelen,Vis informasjon om pasienten,Vis informasjon om personen,Visa information om föremålet,Visa information om patienten,Visa information om personen,Display asset information,Display patient information,Display person information,4664,,,Objektinformation anzeigen,,,,
2288,3/9/2012,findit.label.asset.alarms,Unacknowledged alarms,,,Onbehandelde alarmen,,,Ukvitterte alarmer,,,Okvitterade larm,,,未确认的警报,未确认的警报,,4665,,,Unbearbeitete Alarme,,,,
2289,3/9/2012,findit.label.asset.groups,Groups,,,Groepen,,,Grupper,,,Grupper,,,群组,,,4666,,,Gruppen,,,,
2290,3/9/2012,findit.button.show_more,Show more information,,,Meer informatie tonen,,,Vis mer informasjon,,,Visa mer information,,,显示更多信息,,,4667,,,Weitere Informationen anzeigen,,,,
2291,3/9/2012,findit.label.today,Today,,,Vandaag,,,Idag,,,Idag,,,今天,,,4668,,,Heute,,,,
2292,3/9/2012,findit.label.log.asset,Asset,Patient,Person,Object,Patiënt,Persoon,Eiendel,Pasient,Person,Föremål,Patient,Person,资产,病人,人员,4669,,,Element,,,,
2293,3/9/2012,findit.button.menu.logs,Event Log and Alarms,,,Gebeurtenissen logboek en alarmen,,,Hendelseslogg og alarmer,,,Händelselogg och larm,,,事件日志及警报,,,4670,,,Ereignislogbuch und Alarme,,,,
2294,3/9/2012,findit.title.asset_group.list,Groups,,,Groepen,,,Grupper,,,Grupper,,,群组,,,4671,,,Gruppen,,,,
2295,3/9/2012,findit.site.title.asset_group.list,Groups,,,Groepen,,,Grupper,,,Grupper,,,群组,,,4672,,,Gruppen,,,,
2296,3/9/2012,findit.title.asset_group,Group ''{0}'',,,Groep ''{0}'',,,Gruppe ''{0}'',,,Grupp ''{0}'',,,群组 ''{0}'',,,4673,,,Gruppe ''{0}'',,,,
2297,3/9/2012,findit.site.title.asset_group,Group ''{0}'',,,Groep ''{0}'',,,Gruppe ''{0}'',,,Grupp ''{0}'',,,群组 ''{0}'',,,4674,,,Gruppe ''{0}'',,,,
2298,3/9/2012,findit.button.asset_group.change_content,Add or remove members,,,Leden toevoegen of verwijderen,,,Legg til eller fjern medlemmer,,,Lägg till eller radera medlemmar,,,添加或去除成员,,,4675,,,Mitglieder hinzufügen oder löschen,,,,
2299,3/9/2012,findit.title.asset_group.edit,Edit ''{0}'',,,{0} bewerken,,,Rediger ''{0}'',,,Redigera ''{0}'',,,编辑 ''{0}'',,,4676,,,{0} bearbeiten,,,,
2300,3/9/2012,findit.site.title.asset_group.edit,Edit ''{0}'',,,{0} bewerken,,,Rediger ''{0}'',,,Redigera ''{0}'',,,编辑 ''{0}'',,,4677,,,{0} bearbeiten,,,,
2301,3/9/2012,findit.button.asset_group.edit,Save changes,,,Wijzigingen opslaan,,,Lagre endringer,,,Spara ändringar,,,保持更改,,,4678,,,Änderungen speichern,,,,
2302,3/9/2012,findit.button.asset_group.new,Create group,,,Opslaan,,,Opprett gruppe,,,Skapa grupp,,,创建群组,,,4679,,,Gruppe anlegen,,,,
2303,3/9/2012,findit.title.asset_group.new,New Group,,,Nieuwe groep,,,Ny gruppe,,,Ny grupp,,,新群组,,,4680,,,Neue Gruppe,,,,
2304,3/9/2012,findit.site.title.asset_group.new,New Group,,,Nieuwe groep,,,Ny gruppe,,,Ny grupp,,,新群组,,,4681,,,Neue Gruppe,,,,
2305,3/9/2012,findit.label.asset_group.delete.confirmation,Are you sure you want to delete this group?,,,Bent u zeker dat u deze groep wilt verwijderen?,,,Er du sikker på at du vil slette denne gruppen?,,,Är du säker på att du vill radera denna grupp?,,,你确定要删除这一群组?,,,4682,,,"Sind Sie sicher, dass Sie diese Gruppe löschen möchten?",,,,
2306,3/9/2012,findit.site.title.asset_group.edit.content,Change Members of ''{0}'',,,Verander leden van ''{0}'',,,Endre medlemmer av ''{0}'',,,Ändra medlemmar av ''{0}'',,,Change Members of ''{0}'',,,4683,,,Mitglieder ändern von ''{0}'',,,,
2307,3/9/2012,findit.title.asset_group.edit.content,Change Members of ''{0}'',,,Verander leden van ''{0}'',,,Endre medlemmer av ''{0}'',,,Ändra medlemmar av ''{0}'',,,Change Members of ''{0}'',,,4684,,,Mitglieder ändern von ''{0}'',,,,
2308,3/9/2012,findit.title.asset_group.edit.content.current,Current Members,,,Huidige leden,,,Nåværende medlemmer,,,Nyvarande medlemmar,,,当前成员,,,4685,,,Aktuelle Mitglieder,,,,
2309,3/9/2012,findit.title.asset_group.edit.content.potential,Available Members,,,Beschikbare leden,,,Tilgjengelige medlemmer,,,Tillgängliga medlemmar,,,Available Members,,,4686,,,Verfügbare Mitglieder,,,,
2310,3/9/2012,findit.button.asset_group.add,Add Selected,,,Geselecteerde toevoegen,,,Legg til valgte,,,Lägg till valda,,,添加所选的,,,4687,,,Auswahl hinzufügen,,,,
2311,3/9/2012,findit.button.asset_group.remove,Remove Selected,,,Verwijderen,,,Fjern valgte,,,Radera valda,,,删除所选的,,,4688,,,Auswahl löschen,,,,
2312,3/9/2012,findit.label.asset_group.add.many,Are you sure you want to add the selected assets to the group?,Are you sure you want to add the selected patients to the group?,Are you sure you want to add the selected persons to the group?,Bent u zeker dat u de geselecteerde objecten aan de groep wilt toevoegen?,Bent u zeker dat u de geselecteerde patiënten aan de groep wilt toevoegen?,Bent u zeker dat u de geselecteerde personen aan de groep wilt toevoegen?,Er du sikker på at du vil legge til de valgte eiendelene til gruppen?,Er du sikker på at du vil legge til de valgte pasientene til gruppen?,Er du sikker på at du vil legge til de valgte personene til gruppen?,Är du säker på att du vill lägga till det valda föremålet till gruppen?,Är du säker på att du vill lägga till den valda patienten till gruppen?,Är du säker på att du vill lägga till den valda personen till gruppen?,Are you sure you want to add the selected assets to the group?,Are you sure you want to add the selected patients to the group?,Are you sure you want to add the selected persons to the group?,4689,,,"Sind Sie sicher, dass Sie die ausgewählten Elemente der Gruppe hinzufügen möchten?",,,,
2313,3/9/2012,findit.label.asset_group.remove.many,Are you sure you want to remove the selected assets from the group?,Are you sure you want to remove the selected patients from the group?,Are you sure you want to remove the selected persons from the group?,Bent u zeker dat u de geselecteerde objecten uit de groep wilt verwijdern?,Bent u zeker dat u de geselecteerde patiënten uit de groep wilt verwijdern?,Bent u zeker dat u de geselecteerde personen uit de groep wilt verwijdern?,Er du sikker på at du vil fjerne de valgte eiendelene fra gruppen?,Er du sikker på at du vil fjerne de valgte pasientene fra gruppen?,Er du sikker på at du vil fjerne de valgte personene fra gruppen?,Är du säker på att du vill ta bort det valda föremålet från gruppen?,Är du säker på att du vill ta bort den valda patienten från gruppen?,Är du säker på att du vill ta bort den valda personen från gruppen?,Are you sure you want to remove the selected assets from the group?,Are you sure you want to remove the selected patients from the group?,Are you sure you want to remove the selected persons from the group?,4690,,,"Sind Sie sicher, dass Sie die ausgewählten Elemente aus der Gruppe löschen möchten?",,,,
2314,3/9/2012,findit.site.title.asset_group.map,Groups,,,Groepen,,,Grupper,,,Grupper,,,群组,,,4691,,,Gruppen,,,,
2315,3/9/2012,findit.title.asset_group.map,Groups,,,Groepen,,,Grupper,,,Grupper,,,群组,,,4692,,,Gruppen,,,,
2316,3/9/2012,geocode.wait,Please wait. This may take a while.,,,Wachten aub. Dit kan een tijdje duren,,,Vennligst vent. Dette kan ta en liten stund.,,,Vänligen vänta. Detta kan ta en liten stund.,,,可能需要一些时间，请稍候。,,,4693,,,Bitte warten. Das kann einen Moment dauern,,,,
2317,3/9/2012,geocode.no_results,Could not find any cities matching your query. Please try again with a different query.,,,Kon geen steden vinden met uw zoekopdracht. Alstublieft een andere zoekopdracht proberen,,,Kunne ikke finne noen byer som tilsvarte det du søkte på. Vennligst prøv igjen med et annet søk.,,,"Kunde inte hitta städer som matchar dina kriterier, vänligen sök igen med en annan sökning.",,,Could not find any cities matching your query. Please try again with a different query.,,,4694,,,Keine Städte mit der Suchanfrage gefunden. Bitte eine andere Suchanfrage stellen.,,,,
2318,3/9/2012,geocode.lookup,Lookup city,,,Plaats zoeken,,,Slå opp by,,,Slå upp stad,,,Lookup city,,,4695,,,Ort suchen,,,,
2319,3/9/2012,geocode.waiting.confirm,"The page is still waiting for a response from the geocoding service. You can click ok to resend your query, or click cancel to wait.\\n\\nCancel is recommended.",,,"The page is still waiting for a response from the geocoding service. You can click ok to resend your query, or click cancel to wait.\\n\\nCancel is recommended.",,,"Nettsiden venter fortsatt på svar fra geokodingstjenesten. Du kan prøve å sende igjen ved å trykke ok, eller trykke avbryt for å fortsette å vente.\\n\\nAvbryt er anbefalt.",,,"Sidan väntar fortfarande på svar från geokodingstjänsten. Du kan pröva att sända igen, eller klicka avbryt för att vänta. \\n\\nAvbryt rekommenderas.",,,"The page is still waiting for a response from the geocoding service. You can click ok to resend your query, or click cancel to wait.\\n\\nCancel is recommended.",,,4696,,,"Sie Seite wartet auf Antwort des Geocoding-Dienstes. Sie können auf OK klicken, um Ihre Anfrage erneut zu senden oder Abbrechen, um zu warten.\\n\\nAbbrechen wird empfohlen.",,,,
2320,3/9/2012,default.doesnt.match.message,The field {0} with the value {2} does not match the required pattern {3},,,Het veld {0} met de waarde {2} voldoet niet aan het vereiste patroon {3},,,Feltet {0} med verdi {2} stemmer ikke med mønsteret {3},,,Fältet {0} med värde {2} stämmer inte med mönstret {3},,,The field {0} with the value {2} does not match the required pattern {3},,,4697,,,Das Feld {0} mit dem Wert {2} passt nicht in die erforderliche Vorlage {3},,,,
2321,3/9/2012,default.invalid.url.message,The field {0} with value {2} is not a valid URL,,,Het veld {0} met waarde {2} is geen geldig URL,,,Feltet {0} med verdi {2} er ikke en gyldig URL,,,Fältet {0} med värde {2} är inte en giltig URL,,,The field {0} with value {2} is not a valid URL,,,4698,,,Das Feld {0} mit dem Wert {2} enthält keine gültige URL,,,,
2322,3/9/2012,default.invalid.creditCard.message,The field {0} with value {2} is not a valid credit card number,,,Het veld {0} met waarde {2} is geen geldig credit card nummer,,,Feltet {0} med verdi {2} er ikke et gyldig kredittkortnummer,,,Fältet {0} med värde {2} är inte ett giltigt kreditkortsnummer,,,The field {0} with value {2} is not a valid credit card number,,,4699,,,Das Feld {0} mit dem Wert {2} enthält keine gültige Kreditkartennummer,,,,
2323,3/9/2012,default.invalid.email.message,The field {0} with value {2} is not a valid e-mail address,,,Het veld {0} met waarde {2} is geen geldig email adres,,,Feltet {0} med verdi {2} er ikke en gyldig epostadresse,,,Fältet {0} med värde {2} är inte en giltig epostadress,,,The field {0} with value {2} is not a valid e-mail address,,,4700,,,Das Feld {0} mit dem Wert {2} enthält keine gültige Emailadresse,,,,
2324,3/9/2012,default.invalid.range.message,The field {0} with value {2} does not fall within the valid range from {3} to {4},,,Het veld {0} met waarde {2} valt niet binnen het bereik van {3} tot {4},,,Feltet {0} med verdi {2} finnes ikke mellom de gyldige verdiene fra {3} til {4},,,Fältet {0} med värde {2} befinner sig inte mellan de giltiga värdena från {3} och {4},,,The field {0} with value {2} does not fall within the valid range from {3} to {4},,,4701,,,Das Feld {0} mit dem Wert {2} passt nicht in den Bereich von {3} bis {4},,,,
2325,3/9/2012,default.invalid.size.message,The field {0} with value {2} does not fall within the valid size range from {3} to {4},,,Het veld {0} met waarde {2} valt niet binnen het geldige maatbereik van {3} tot {4},,,Feltet {0} med verdi {2} er ikke mellom de gyldige størrelsesverdiene fra {3} til {4},,,Fältet {0} med värde {2} befinner sig inte mellan de giltiga storleksvärdena från {3} till {4},,,The field {0} with value {2} does not fall within the valid size range from {3} to {4},,,4702,,,Das Feld {0} mit dem Wert {2} passt nicht in den gültigen Messbereich von {3} bis {4},,,,
2326,3/9/2012,default.invalid.max.message,The field {0} with value {2} exceeds maximum value {3},,,Het veld {0} met waarde {2} overschrijd maximale waarde {3},,,Feltet {0} med verdi {2} overstiger maksimumsverdien {3},,,Fältet {0} med värde {2} överstiger det maximala värdet {3},,,The field {0} with value {2} exceeds maximum value {3},,,4703,,,Das Feld {0} mit dem Wert {2} überschreitet den maximalen Wert {3},,,,
2327,3/9/2012,default.invalid.min.message,The field {0} with value {2} is less than minimum value {3},,,Het veld {0} met waarde {2} is minder dan minimale waarde {3},,,Feltet {0} med verdi {2} er mindre enn minimumsverdien {3},,,Fältet {0} med värde {2} är mindre än minimumvärdet {3},,,The field {0} with value {2} is less than minimum value {3},,,4704,,,Das Feld {0} mit dem Wert {2} unterschreitet den minimalen Wert {3},,,,
2328,3/9/2012,default.invalid.max.size.message,The field {0} with value {2} exceeds the maximum size of {3},,,Het veld {0} met waarde {2} overschrijd maximale grootte {3},,,Feltet {0} med verdi {2} er større enn den maksimale størrelsen {3},,,Fältet {0} med värde {2} är större än den maximala storleken {3},,,The field {0} with value {2} exceeds the maximum size of {3},,,4705,,,Das Feld {0} mit dem Wert {2} überschreitet die maximale Größe {3},,,,
2329,3/9/2012,default.invalid.min.size.message,The field {0} with value {2} is less than the minimum size of {3},,,Het veld {0} met waarde {2} is minder dan minimale grootte {3},,,Feltet {0} med verdi {2} er mindre enn den minimale størrelsen {3},,,Fältet {0} med värde {2} är mindre än den minimala storleken {3},,,The field {0} with value {2} is less than the minimum size of {3},,,4706,,,Das Feld {0} mit dem Wert {2} unterschreitet die minimale Größe {3},,,,
2330,3/9/2012,default.invalid.validator.message,The field {0} with value {2} does not pass custom validation,,,Het veld {0} met waarde {2} voldoet niet aan de aangepaste verificatie,,,Feltet {0} med verdi {2} er ikke gyldig,,,Fältet {0} med värde {2} är ej giltigt,,,The field {0} with value {2} does not pass custom validation,,,4707,,,,,,,
2331,3/9/2012,default.not.inlist.message,The field {0} with value {2} is not contained within the list {3},,,Het veld {0} met waarde {2} bevind zich niet in lijst {3},,,Feltet {0} med verdi {2} eksisterer ikke i listen {3},,,Fältet {0} med värde {2} finns inte i listan {3},,,The field {0} with value {2} is not contained within the list {3},,,4708,,,Das Feld {0} mit dem Wert {2} befindet sich nicht in der Liste {3},,,,
2332,3/9/2012,default.blank.message,The field {0} cannot be blank,,,Het veld {0} mag niet leeg zijn,,,Feltet {0} kan ikke være tomt,,,Fältet {0} kan inte vara tomt,,,The field {0} cannot be blank,,,4709,,,Das Feld {0} kann nicht leer sein,,,,
2333,3/9/2012,default.not.equal.message,The field {0} with value {2} cannot equal {3},,,Het veld {0} met waarde {2} mag niet gelijk zijn aan {3},,,Feltet {0} med verdi {2} kan ikke være lik {3},,,Fältet {0} med värde {2} kan inte vara likt {3},,,The field {0} with value {2} cannot equal {3},,,4710,,,Das Feld {0} mit dem Wert {2} kann nicht gleich sein mit {3},,,,
